id,title,media_type,overview,release_date,vote_average,vote_count,streaming_providers,poster_url,genres,cast,crew
378064,映画 聲の形,movie,,2016-09-17,8.386,4144,Netflix,https://image.tmdb.org/t/p/w500/ndlHzeb0WwdorqDzikjuQg9Lxw1.jpg,"Animasi, Drama, Percintaan","[{""name"": ""Miyu Irino"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/8qEEhHUObNvGQr4e6eqLu5z4qTz.jpg""}, {""name"": ""Saori Hayami"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gLv9lO7dlUbIsmyJUvgegqAAXki.jpg""}, {""name"": ""Aoi Yuuki"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/4kHNZSUIux52UU2BD3H6b5c5ymZ.jpg""}, {""name"": ""Kensho Ono"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/wUYJ3HIeygHfh4rAqupE4RPoG3W.jpg""}, {""name"": ""Yuki Kaneko"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/pqbqe4CxC6t94ptUW2tJfK5j2J2.jpg""}]","[{""job"": ""Director"", ""name"": ""Naoko Yamada"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/esksK3sGJN1gWwj8HhMJN6s27UG.jpg""}, {""job"": ""Producer"", ""name"": ""Eharu Ohashi"", ""profile_url"": null}, {""job"": ""Producer"", ""name"": ""Toshio Iizuka"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/2rjEiOkAV4OFnZFYSJGiVP3uCP1.jpg""}, {""job"": ""Producer"", ""name"": ""Shinichi Nakamura"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/4dy8Yz7ZkUWTyLpVA6Oi1mOvc1b.jpg""}, {""job"": ""Producer"", ""name"": ""Mikio Uetsuki"", ""profile_url"": null}, {""job"": ""Producer"", ""name"": ""Kensuke Tateishi"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/4yM6ysQCnqXfWtdDiH1t4N6DE8x.jpg""}]"
724089,Gabriel's Inferno: Part II,movie,,2020-07-31,8.381,1523,,https://image.tmdb.org/t/p/w500/x5o8cLZfEXMoZczTYWLrUo1P7UJ.jpg,"Percintaan, Drama","[{""name"": ""Melanie Zanetti"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/lbUQ7ilvBtWMU23reKsHg3jRmsf.jpg""}, {""name"": ""Giulio Berruti"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/cCOWVvjQ1TblPvM7TgMBqMczkOX.jpg""}, {""name"": ""James Andrew Fraser"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/bMHD0ezBKKNRLr8fLkWgIWpkqNs.jpg""}, {""name"": ""Margaux Brooke"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/leLl5l6KnjMdg5O48FhDfB7GquI.jpg""}, {""name"": ""Agnes Albright"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/39laAb3lRSVQv4NtXzIwuowuFry.jpg""}]","[{""job"": ""Producer"", ""name"": ""Michael Buttiglieri"", ""profile_url"": null}, {""job"": ""Director"", ""name"": ""Tosca Musk"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/1tWccsh9uR9mK3Q0e4PZKe0e6eB.jpg""}]"
423,The Pianist,movie,,2002-09-17,8.379,9561,Lionsgate Play,https://image.tmdb.org/t/p/w500/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,"Drama, Kejahatan","[{""name"": ""Adrien Brody"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/ljvF4lI0KmZYMydDlcOzIAZn2nN.jpg""}, {""name"": ""Thomas Kretschmann"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/p1XYiekXjaUxHMztBALrez1Ud4J.jpg""}, {""name"": ""Frank Finlay"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/fO7CYAaGydu9d3s5numYRi1BRvL.jpg""}, {""name"": ""Maureen Lipman"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/kx26NOAw9GnsHjJIJ4l40YHblJ.jpg""}, {""name"": ""Emilia Fox"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/lZpNRsHAOW8m0f7bRfgUDmRRjo.jpg""}]","[{""job"": ""Producer"", ""name"": ""Alain Sarde"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/r6kKyY463QQvmfzmEjKeAKJuIXE.jpg""}, {""job"": ""Producer"", ""name"": ""Robert Benmussa"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/4Di7S77zKNQikEB4ccGH0zMRIc6.jpg""}, {""job"": ""Director"", ""name"": ""Roman Polanski"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/yHwHSXdZatkoLgIjPeW14GKlrZs.jpg""}, {""job"": ""Producer"", ""name"": ""Roman Polanski"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/yHwHSXdZatkoLgIjPeW14GKlrZs.jpg""}]"
244786,Whiplash,movie,"Demi impian menjadi pemain drum terhebat, Andrew, drummer muda berbakat mendaftar di sebuah konservatorium musik dengan mentor Terence Fletcher - yang terkenal dengan cara pengajaran sangat brutal.",2014-10-10,8.377,15702,,https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg,"Drama, Musik","[{""name"": ""Miles Teller"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/cg3LW0xX6RKr8dmescxq1bepcb5.jpg""}, {""name"": ""J.K. Simmons"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/ScmKoJ9eiSUOthAt1PDNLi8Fkw.jpg""}, {""name"": ""Paul Reiser"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/v3e5TClep4ugMdU4qSRiKbvLr3B.jpg""}, {""name"": ""Melissa Benoist"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/1F0fCPNhb5W0WyFe8Tszfbx1DEp.jpg""}, {""name"": ""Austin Stowell"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/At09XQpVXnChgedNsxu4ceR5W9i.jpg""}]","[{""job"": ""Writer"", ""name"": ""Damien Chazelle"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/14kRZ3XxNMyBv717YQSXr3wCucy.jpg""}, {""job"": ""Producer"", ""name"": ""Jason Blum"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/oOsdVzSXyj1L1mKN3d2QcF01hkc.jpg""}, {""job"": ""Director"", ""name"": ""Damien Chazelle"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/14kRZ3XxNMyBv717YQSXr3wCucy.jpg""}, {""job"": ""Producer"", ""name"": ""Michel Litvak"", ""profile_url"": null}, {""job"": ""Producer"", ""name"": ""Helen Estabrook"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gudRZd8fTL1ytvQQLb6zD2Lz12Q.jpg""}, {""job"": ""Producer"", ""name"": ""David Lancaster"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/bBTYGOWuF3WJBgiqVSpNBuL9qlg.jpg""}]"
761053,Gabriel's Inferno: Part III,movie,,2020-11-19,8.378,1059,,https://image.tmdb.org/t/p/w500/fYtHxTxlhzD4QWfEbrC1rypysSD.jpg,"Percintaan, Drama","[{""name"": ""Melanie Zanetti"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/lbUQ7ilvBtWMU23reKsHg3jRmsf.jpg""}, {""name"": ""Giulio Berruti"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/cCOWVvjQ1TblPvM7TgMBqMczkOX.jpg""}, {""name"": ""Rhett Wellington Ramirez"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/3WWleE8I95hzi3VxH6TunlfyT7j.jpg""}, {""name"": ""James Andrew Fraser"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/bMHD0ezBKKNRLr8fLkWgIWpkqNs.jpg""}, {""name"": ""Margaux Brooke"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/leLl5l6KnjMdg5O48FhDfB7GquI.jpg""}]","[{""job"": ""Producer"", ""name"": ""Lino Ruggiero"", ""profile_url"": null}, {""job"": ""Director"", ""name"": ""Tosca Musk"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/1tWccsh9uR9mK3Q0e4PZKe0e6eB.jpg""}, {""job"": ""Producer"", ""name"": ""Michael Buttiglieri"", ""profile_url"": null}]"
807,Se7en,movie,,2010-09-10,8.376,21792,"Catchplay, Max",https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,"Kejahatan, Misteri, Cerita Seru","[{""name"": ""Morgan Freeman"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/jPsLqiYGSofU4s6BjrxnefMfabb.jpg""}, {""name"": ""Brad Pitt"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/ajNaPmXVVMJFg9GWmu6MJzTaXdV.jpg""}, {""name"": ""Gwyneth Paltrow"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/kvk2UXWO45pQWlbErtotK3npHNP.jpg""}, {""name"": ""John Cassini"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/kn2Rtn0I8ivCR7ydZTY74XUBh1K.jpg""}, {""name"": ""Peter Crombie"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/pMvhE1wwQo3eTSp4vwq8Hb22CwN.jpg""}]","[{""job"": ""Producer"", ""name"": ""Arnold Kopelson"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/zXDJcEm2cMcuWGw7YTC626hJMot.jpg""}, {""job"": ""Director"", ""name"": ""David Fincher"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/tpEczFclQZeKAiCeKZZ0adRvtfz.jpg""}, {""job"": ""Producer"", ""name"": ""Phyllis Carlyle"", ""profile_url"": null}, {""job"": ""Writer"", ""name"": ""Andrew Kevin Walker"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/t7O6bNRscxOYadGNB1EWvBaSC0d.jpg""}]"
27205,Inception,movie,"Cobb, seorang pencuri terampil yang melakukan spionase perusahaan dengan menyusup ke alam bawah sadar targetnya ditawarkan kesempatan untuk mendapatkan kembali kehidupan lamanya sebagai pembayaran untuk tugas yang dianggap mustahil: ""permulaan"", penanaman ide orang lain ke dalam alam bawah sadar target.",2010-07-16,8.369,37571,Max,https://image.tmdb.org/t/p/w500/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,"Aksi, Cerita Fiksi, Petualangan","[{""name"": ""Leonardo DiCaprio"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/wo2hJpn04vbtmh0B9utCFdsQhxM.jpg""}, {""name"": ""Joseph Gordon-Levitt"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/4U9G4YwTlIEbAymBaseltS38eH4.jpg""}, {""name"": ""Ken Watanabe"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/w2t30L5Cmr34myAaUobLoSgsLfS.jpg""}, {""name"": ""Tom Hardy"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/d81K0RH8UX7tZj49tZaQhZ9ewH.jpg""}, {""name"": ""Elliot Page"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/eCeFgzS8dYHnMfWQT0oQitCrsSz.jpg""}]","[{""job"": ""Producer"", ""name"": ""Christopher Nolan"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg""}, {""job"": ""Producer"", ""name"": ""Emma Thomas"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/utc1PS6WVWR5tknzTJqXtnD0kBp.jpg""}, {""job"": ""Writer"", ""name"": ""Christopher Nolan"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg""}, {""job"": ""Producer"", ""name"": ""Kanjirô Sakura"", ""profile_url"": null}, {""job"": ""Producer"", ""name"": ""Yoshikuni Taki"", ""profile_url"": null}, {""job"": ""Director"", ""name"": ""Christopher Nolan"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg""}]"
770156,Lucy Shimmers and the Prince of Peace,movie,,2020-10-19,8.365,312,,https://image.tmdb.org/t/p/w500/yfnJ5qIYx7q33fY4jqv9Pu95RSg.jpg,"Drama, Keluarga","[{""name"": ""Scarlett Diamond"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/iWUIZ5VauMQzpD1ikrsbc16n8ap.jpg""}, {""name"": ""Adam Hightower"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/4f1P5YGUHSKr6REMpbnTWPWluYg.jpg""}, {""name"": ""Vincent Vargas"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/nQe3cWO2xiAPtOlK13LI9rB450h.jpg""}, {""name"": ""Tara Barrett"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gXkdoTjmFEsbhs2H921I5Q9bUPY.jpg""}, {""name"": ""Madison Bills"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/nf5AzFE2P51MxLzRowN1DXLFDoT.jpg""}]","[{""job"": ""Director"", ""name"": ""Rob Diamond"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gmmsV4lZeJtk9yDnR9AQpax1bB1.jpg""}, {""job"": ""Writer"", ""name"": ""Rob Diamond"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gmmsV4lZeJtk9yDnR9AQpax1bB1.jpg""}, {""job"": ""Producer"", ""name"": ""Rob Diamond"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gmmsV4lZeJtk9yDnR9AQpax1bB1.jpg""}]"
704264,Primal: Tales of Savagery,movie,,2019-11-21,8.4,336,,https://image.tmdb.org/t/p/w500/9NBBkdxH0TjQEBSN2AzeE1sgsF9.jpg,"Aksi, Petualangan, Animasi, Drama","[{""name"": ""Aaron LaPlante"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/9o42oeMwvAfoJq2E5H83hdvTrxj.jpg""}, {""name"": ""Jon Olson"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/crkYY5wcjoDn04BFlkF5WiR3d1A.jpg""}, {""name"": ""Bryan Andrews"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/28gfwWcp0961McmxFld5nKdNXV3.jpg""}, {""name"": ""Darrick Bachman"", ""profile_url"": null}]","[{""job"": ""Director"", ""name"": ""Genndy Tartakovsky"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/neLR8ws82ezlbhOyUvhtLXwQZWL.jpg""}]"
1058694,Radical,movie,,2023-10-19,8.36,457,,https://image.tmdb.org/t/p/w500/eSatbygYZp8ooprBHZdb6GFZxGB.jpg,Drama,"[{""name"": ""Eugenio Derbez"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/6o1w3mYF947N6TTakQXcs3NNy4w.jpg""}, {""name"": ""Daniel Haddad"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/tCZAs7jDAjOl5545eL93C1mcIsa.jpg""}, {""name"": ""Jennifer Trejo"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/kjKptBXj7z3VJlzUJA9dJZmpFrO.jpg""}, {""name"": ""Mia Fernanda Solis"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/rGzl5vQM2CG4SfFl2MJK7BAlJ7u.jpg""}, {""name"": ""Danilo Guardiola Escobar"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/rlceus4FE90OWZ71rOFo2P0zQOF.jpg""}]","[{""job"": ""Director"", ""name"": ""Christopher Zalla"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/90jkloUBJroXXUPGhykAOdgXzBg.jpg""}, {""job"": ""Producer"", ""name"": ""Joshua Davis"", ""profile_url"": null}, {""job"": ""Producer"", ""name"": ""Eugenio Derbez"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/6o1w3mYF947N6TTakQXcs3NNy4w.jpg""}, {""job"": ""Producer"", ""name"": ""Ben Odell"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/nnoHyLSG2Syz67sUaax9SGjG0M3.jpg""}]"
567,Rear Window,movie,,1954-08-01,8.353,6728,,https://image.tmdb.org/t/p/w500/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,"Cerita Seru, Misteri","[{""name"": ""James Stewart"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/jam9DRhOuKomlr0vUXTamPoxPdk.jpg""}, {""name"": ""Grace Kelly"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/7cZ4uTbRiXM7nF1vaF9MpV7VxOo.jpg""}, {""name"": ""Wendell Corey"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/tD2USnh2ItYSviS3L9dHKeztNGQ.jpg""}, {""name"": ""Thelma Ritter"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/q48Cf2evvi73qJULqhIotGrszaA.jpg""}, {""name"": ""Raymond Burr"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gsmckogOXPIk6lce2qnNMAFF901.jpg""}]","[{""job"": ""Director"", ""name"": ""Alfred Hitchcock"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/108fiNM6poRieMg7RIqLJRxdAwG.jpg""}, {""job"": ""Producer"", ""name"": ""Alfred Hitchcock"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/108fiNM6poRieMg7RIqLJRxdAwG.jpg""}]"
12493,天国と地獄,movie,,1963-03-01,8.348,986,,https://image.tmdb.org/t/p/w500/d2o2Bc9ViaGN5llJc7mobxPIwH5.jpg,"Drama, Kejahatan, Misteri, Cerita Seru","[{""name"": ""Toshirō Mifune"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/3A9PqrtiXHLp8B2JL7m3YvVXrmL.jpg""}, {""name"": ""Tatsuya Nakadai"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/4LygOe0vFQplLIft5IUWI5OewPX.jpg""}, {""name"": ""Kyōko Kagawa"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/q47wPwySJvhj6HQoYb7ON1TjbcV.jpg""}, {""name"": ""Tatsuya Mihashi"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/s33XOrwOEEVoWeScWMK2Afs7Njl.jpg""}, {""name"": ""Isao Kimura"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/afLPuf3x7UYXryAbqAGqmRcVNNW.jpg""}]","[{""job"": ""Director"", ""name"": ""Akira Kurosawa"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/ca8fRqLDfTJTCamLKHp70up23ET.jpg""}, {""job"": ""Producer"", ""name"": ""Ryūzō Kikushima"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gNNF41FS2hqSKRHR0Rwkanvv68D.jpg""}, {""job"": ""Producer"", ""name"": ""Tomoyuki Tanaka"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/fceS19GAexPnmtVQJHG9VxaVHGZ.jpg""}]"
274,The Silence of the Lambs,movie,,2019-11-01,8.347,16873,,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,"Kejahatan, Drama, Cerita Seru","[{""name"": ""Jodie Foster"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/resiaRfWvj4N84TgJi9DPOafCpq.jpg""}, {""name"": ""Anthony Hopkins"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/cbFWUHhk6pZKTEm48OKVM5awNNn.jpg""}, {""name"": ""Scott Glenn"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/keBKcMPojtRTi5ImLXOoKDmDbqU.jpg""}, {""name"": ""Ted Levine"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/451KSkowLW6M2Au0wBKZZcidgGm.jpg""}, {""name"": ""Anthony Heald"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/e0E6Z1Y0debr4mAHgj0HO7MYyXG.jpg""}]","[{""job"": ""Director"", ""name"": ""Jonathan Demme"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/w9Lw3xTEFQUYELkl9AH5i3p5OhJ.jpg""}, {""job"": ""Producer"", ""name"": ""Ron Bozman"", ""profile_url"": null}, {""job"": ""Producer"", ""name"": ""Edward Saxon"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/AdlBT3K169zQiZygXv0dkJmzczO.jpg""}, {""job"": ""Producer"", ""name"": ""Kenneth Utt"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/aRYXUGXoIhSuBXM0SyaPzZynNgt.jpg""}]"
569094,Spider-Man: Across the Spider-Verse,movie,,2023-05-31,8.346,7644,,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,"Animasi, Aksi, Petualangan, Cerita Fiksi","[{""name"": ""Shameik Moore"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gaSgfLOp9PiKVYmAEuLrcnwP7gV.jpg""}, {""name"": ""Hailee Steinfeld"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/tb7zwVSmI2CDLU1Tc39c4ECO3jm.jpg""}, {""name"": ""Brian Tyree Henry"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/1UgDnFt3OteCJQPiUelWzIR5bvT.jpg""}, {""name"": ""Luna Lauren Velez"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/98BvmTJCZHx0jPv0oNcv04Jkmfb.jpg""}, {""name"": ""Jake Johnson"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/3UNfW2qZgRkW81neNVfQvaRC92K.jpg""}]","[{""job"": ""Director"", ""name"": ""Kemp Powers"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/1uBaVuFJX5HJpiSkoB23NvfMhyW.jpg""}, {""job"": ""Director"", ""name"": ""Justin K. Thompson"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/mRMi8Q2fmlfbDYkE7A63gzFtGsZ.jpg""}, {""job"": ""Producer"", ""name"": ""Avi Arad"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/cxmqw0anGfxC7RwUNQj3EwhX9pP.jpg""}, {""job"": ""Producer"", ""name"": ""Christina Steinberg"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/5o9DnKyNJVVi8TkKDvLmk65JGxQ.jpg""}, {""job"": ""Writer"", ""name"": ""Phil Lord"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/yGLAUCnWwB0cQM0Ivb5FKzv3tr4.jpg""}, {""job"": ""Writer"", ""name"": ""Christopher Miller"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/dr2yCgYtmNmO5vzjk9KNbjTpbzO.jpg""}, {""job"": ""Writer"", ""name"": ""David Callaham"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/mbppbv25p2o2W6FAtPbFNSUeGLj.jpg""}, {""job"": ""Director"", ""name"": ""Joaquim Dos Santos"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/w45GPb3cW6TqPw4FxB5Hc6zzAwx.jpg""}, {""job"": ""Producer"", ""name"": ""Amy Pascal"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/texxoBV4naFHyuSii6jyxlfuEvK.jpg""}, {""job"": ""Producer"", ""name"": ""Phil Lord"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/yGLAUCnWwB0cQM0Ivb5FKzv3tr4.jpg""}, {""job"": ""Producer"", ""name"": ""Christopher Miller"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/dr2yCgYtmNmO5vzjk9KNbjTpbzO.jpg""}]"
372754,同級生,movie,,2016-02-20,8.3,405,,https://image.tmdb.org/t/p/w500/7byisQANRFHf9SC60n5PaLywuMa.jpg,"Percintaan, Animasi","[{""name"": ""Kenji Nojima"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/nRSPVjDkdpnrQabnK5mENH118zN.jpg""}, {""name"": ""Hiroshi Kamiya"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/5aAAOlQ2hW5EqEQOzk4UeroxcTN.jpg""}, {""name"": ""Hideo Ishikawa"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gEjEDNGt3CHsyzFQdNqewZVbh0.jpg""}, {""name"": ""Yurino"", ""profile_url"": null}]","[{""job"": ""Producer"", ""name"": ""Shizuka Kurosaki"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/A2tXp70raqRIEGAqCaYjTHctCDE.jpg""}, {""job"": ""Director"", ""name"": ""Shoko Nakamura"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/lIPoHRbL7JKBwwf9FeR36utOUfO.jpg""}, {""job"": ""Writer"", ""name"": ""Asumiko Nakamura"", ""profile_url"": null}]"
620249,罗小黑战记,movie,,2019-08-27,8.3,387,,https://image.tmdb.org/t/p/w500/ogMVWcW6TSBl65heyUHnuYpTlBm.jpg,"Animasi, Fantasi, Aksi","[{""name"": ""Shan Xin"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/fm3Hpzr4Fb8g43Oo8TvDfv7O3O1.jpg""}, {""name"": ""Liu Mingyue"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/kqh1vBsQ35b617dvd9jtvQ2ii7l.jpg""}, {""name"": ""Hao Xianghai"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/mDGtY44WlZbk8pMmuzPToIommx4.jpg""}, {""name"": ""Ding Dang"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/vXMuscwMmOjVgv5tZMILhjguLWd.jpg""}, {""name"": ""Yuntu Cao"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/9qSDFftuxOJh2vKw255g0RsAV3h.jpg""}]","[{""job"": ""Writer"", ""name"": ""Fengxishenlei"", ""profile_url"": null}, {""job"": ""Director"", ""name"": ""MTJJ"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/efpX3wZCpQ24uzUpKrWHxQXhc2m.jpg""}, {""job"": ""Writer"", ""name"": ""MTJJ"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/efpX3wZCpQ24uzUpKrWHxQXhc2m.jpg""}, {""job"": ""Writer"", ""name"": ""Kexin Peng"", ""profile_url"": null}, {""job"": ""Producer"", ""name"": ""Ma Whenzhuo"", ""profile_url"": null}, {""job"": ""Producer"", ""name"": ""Cong Fangbing"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/pLQTAZkLh3uZNK64vSNUciRayNW.jpg""}]"
73,American History X,movie,,1998-07-01,8.336,11904,,https://image.tmdb.org/t/p/w500/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,Drama,"[{""name"": ""Edward Norton"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/8nytsqL59SFJTVYVrN72k6qkGgJ.jpg""}, {""name"": ""Edward Furlong"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/e221dMIBgb6Lk092GIkHB9ohQF1.jpg""}, {""name"": ""Beverly D'Angelo"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/8fYQIA8dAaA4GOTxOFSKIvTqzi.jpg""}, {""name"": ""Jennifer Lien"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/5wafpjORY55TY5OC6d9Cyb36O2r.jpg""}, {""name"": ""Ethan Suplee"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/gGSb8P9nQdDNu0JC65zyAyMUFhS.jpg""}]","[{""job"": ""Producer"", ""name"": ""John Morrissey"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/kmwQgmYFjmMjWfHVaKvqftYwofF.jpg""}, {""job"": ""Director"", ""name"": ""Tony Kaye"", ""profile_url"": ""https://image.tmdb.org/t/p/w500/6LoSxSGfeCvdLkYFeM3op00OBeq.jpg""}]"
